Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
N64,Muito antigo,Platform,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Platform,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Shooter,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Action,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Platform,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Shooter,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Action,Universal Gamex,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Novo,Strategy,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Racing,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Strategy,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Racing,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Role-Playing,Tecmo Koei,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Role-Playing,Ghostlight,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Square,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Simulation,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Bethesda Softworks,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Platform,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Misc,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Strategy,Tecmo Koei,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SAT,Muito antigo,Shooter,Sega,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
XB,Novo,Action,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Fighting,Acclaim Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Role-Playing,Deep Silver,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Novo,Shooter,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Shooter,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Shooter,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Platform,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Action,Deep Silver,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Ubisoft Annecy,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Medio,Adventure,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Action,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Platform,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Play It,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Action,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Action,Wizard Video Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Fighting,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,ASCII Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GB,Muito antigo,Puzzle,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
GC,Antigo,Misc,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SAT,Muito antigo,Fighting,Sega,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
SNES,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Platform,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Muito antigo,Action,Eidos Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Adventure,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
N64,Muito antigo,Sports,Acclaim Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Strategy,Banpresto,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Racing,Sony Computer Entertainment,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Role-Playing,Rising Star Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixo,Baixo
PS4,Novo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Shooter,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,Tecmo Koei,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Novo,Action,Tecmo Koei,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Misc,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,TDK Mediactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Platform,Gotham Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
WiiU,Novo,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Simulation,505 Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Misc,Majesco Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Platform,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Platform,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Shooter,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Shooter,GT Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Platform,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Bethesda Softworks,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Spike,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Racing,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Action,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Action,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Misc,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Fighting,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Strategy,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Medio,Sports,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Racing,Majesco Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Platform,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Racing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Fighting,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Role-Playing,Capcom,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Medio,Action,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
WiiU,Novo,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Novo,Action,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Adventure,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Platform,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SAT,Muito antigo,Puzzle,Compile,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Antigo,Shooter,Vivendi Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Action,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Antigo,Racing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
WiiU,Novo,Platform,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,Infogrames,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS,Muito antigo,Simulation,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Antigo,Racing,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Strategy,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Racing,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Adventure,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Action,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Strategy,SquareSoft,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Adventure,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Misc,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Spike,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Antigo,Racing,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Strategy,Banpresto,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Antigo,Puzzle,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Action,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Medio,Platform,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Strategy,Banpresto,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
Wii,Medio,Misc,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PC,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Shooter,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Sports,Midway Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Strategy,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Medio,Misc,MTV Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Sega,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PSP,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Puzzle,Mattel Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Platform,Universal Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Action,Coleco,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,505 Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Racing,Acclaim Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Midway Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Shooter,505 Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Misc,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Action,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Platform,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Action,Koch Media,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Shooter,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,505 Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Simulation,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Sports,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Shooter,Bethesda Softworks,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Simulation,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Shooter,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
WiiU,Novo,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Simulation,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Puzzle,Parker Bros,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Rising Star Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Platform,Vivendi Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Sports,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Platform,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Sports,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Novo,Shooter,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Sports,3DO,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Platform,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Natsume,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
